"TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","WEEKDAY","GEREG"
"Unemployed",4,47,"High School Degree","Married","White",1,"female","Winter",0,"South"
"Employed",4.2,41,"Bachelor/Master's and above","Married","White",1,"female","Winter",1,"Midwest"
"Employed",3,33,"Bachelor/Master's and above","Married","Asian",1,"male","Winter",0,"South"
"Not in the labor force",4.1,30,"High School Degree","Not Married","White",0,"female","Winter",0,"Northeast"
"Not in the labor force",4.3,47,"Less than High School","Not Married","Hispanic",0,"male","Winter",0,"West"
"Employed",4.3,36,"High School Degree","Married","Hispanic",1,"female","Winter",1,"West"
"Employed",4.5,38,"Bachelor/Master's and above","Married","White",1,"male","Winter",1,"West"
"Not in the labor force",4.3,51,"Less than High School","Married","White",1,"female","Winter",1,"Midwest"
"Employed",3.7,57,"High School Degree","Married","White",1,"male","Winter",1,"South"
"Unemployed",4.5,45,"Bachelor/Master's and above","Not Married","White",1,"female","Winter",0,"West"
"Employed",4.4,27,"Bachelor/Master's and above","Not Married","White",0,"female","Winter",0,"Midwest"
"Employed",3.1,57,"Bachelor/Master's and above","Married","Hispanic",0,"male","Winter",0,"Northeast"
"Employed",3,46,"Bachelor/Master's and above","Married","White",1,"male","Winter",0,"Midwest"
"Employed",3.4,37,"Bachelor/Master's and above","Married","White",1,"male","Winter",0,"South"
"Not in the labor force",3.1,59,"High School Degree","Not Married","White",0,"male","Winter",1,"Midwest"
"Employed",4.2,41,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"West"
"Employed",4.3,57,"High School Degree","Not Married","White",1,"male","Winter",0,"Midwest"
"Employed",4.3,54,"Bachelor/Master's and above","Not Married","White",0,"female","Winter",0,"West"
"Employed",3.6,57,"High School Degree","Not Married","White",1,"male","Winter",0,"South"
"Employed",4.4,54,"High School Degree","Not Married","White",0,"male","Winter",0,"Midwest"
"Not in the labor force",4,53,"High School Degree","Not Married","Black",0,"female","Winter",1,"Northeast"
"Employed",4.3,47,"High School Degree","Married","White",1,"female","Winter",1,"West"
"Unemployed",5.1,42,"High School Degree","Not Married","White",1,"female","Winter",0,"South"
"Not in the labor force",4.2,39,"High School Degree","Married","White",1,"female","Winter",0,"South"
"Employed",4.3,47,"Less than High School","Married","Hispanic",1,"male","Winter",1,"West"
"Employed",3.1,51,"Bachelor/Master's and above","Married","Asian",1,"female","Winter",1,"Northeast"
"Not in the labor force",3.7,60,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Winter",1,"South"
"Employed",3.6,50,"High School Degree","Married","White",1,"female","Winter",0,"Midwest"
"Employed",3.4,47,"Bachelor/Master's and above","Not Married","Black",1,"female","Winter",1,"South"
"Employed",4,47,"High School Degree","Married","White",1,"male","Winter",0,"Northeast"
"Employed",4,52,"Less than High School","Not Married","Hispanic",0,"female","Winter",0,"Northeast"
"Employed",3.1,55,"Bachelor/Master's and above","Married","White",0,"female","Winter",1,"Northeast"
"Employed",3.3,55,"High School Degree","Not Married","White",0,"female","Winter",1,"South"
"Employed",3.4,40,"Bachelor/Master's and above","Married","Hispanic",1,"male","Winter",1,"South"
"Employed",2.7,42,"High School Degree","Married","White",1,"female","Winter",0,"Midwest"
"Employed",5,60,"High School Degree","Married","Hispanic",0,"female","Winter",0,"West"
"Employed",3.4,60,"High School Degree","Married","White",0,"female","Winter",1,"South"
"Employed",2.7,32,"High School Degree","Married","Hispanic",0,"male","Winter",1,"Midwest"
"Employed",4.2,43,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"Midwest"
"Employed",3.4,39,"High School Degree","Married","White",1,"female","Winter",0,"South"
"Employed",3.7,29,"High School Degree","Married","Hispanic",1,"male","Winter",0,"South"
"Employed",3,54,"Bachelor/Master's and above","Married","White",1,"male","Winter",0,"South"
"Unemployed",3.7,41,"Bachelor/Master's and above","Not Married","Hispanic",1,"female","Winter",0,"South"
"Employed",3.7,55,"Bachelor/Master's and above","Married","White",0,"female","Winter",1,"South"
"Employed",4.2,46,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"South"
"Not in the labor force",4.2,52,"Bachelor/Master's and above","Married","White",1,"male","Winter",1,"South"
"Employed",4.2,42,"Less than High School","Married","Hispanic",1,"female","Winter",0,"West"
"Employed",3.4,43,"Less than High School","Married","Hispanic",0,"male","Winter",0,"South"
"Employed",3.6,26,"High School Degree","Married","White",1,"male","Winter",1,"South"
"Employed",3.6,30,"Bachelor/Master's and above","Married","White",1,"male","Winter",0,"Midwest"
"Employed",4.5,51,"Bachelor/Master's and above","Not Married","Black",0,"male","Winter",1,"West"
"Employed",3.7,27,"Bachelor/Master's and above","Married","White",1,"male","Winter",1,"South"
"Employed",3.1,27,"High School Degree","Married","White",1,"female","Winter",1,"Northeast"
"Employed",4.2,32,"Bachelor/Master's and above","Married","Asian",1,"female","Winter",0,"West"
"Employed",3.1,43,"Bachelor/Master's and above","Not Married","White",0,"male","Winter",1,"Midwest"
"Employed",4.4,49,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Winter",0,"Midwest"
"Employed",3.6,49,"Bachelor/Master's and above","Married","White",1,"male","Winter",1,"Midwest"
"Employed",4.4,53,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"Midwest"
"Employed",3.8,39,"Bachelor/Master's and above","Not Married","White",0,"female","Winter",0,"South"
"Employed",4.3,47,"High School Degree","Not Married","White",1,"male","Winter",1,"West"
"Employed",3.7,37,"High School Degree","Not Married","White",1,"female","Winter",0,"South"
"Not in the labor force",4,60,"Bachelor/Master's and above","Not Married","White",0,"male","Winter",0,"Northeast"
"Employed",4.5,32,"Bachelor/Master's and above","Not Married","White",0,"female","Winter",0,"West"
"Employed",4.2,33,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"West"
"Employed",3.1,34,"Bachelor/Master's and above","Married","White",1,"female","Winter",1,"Midwest"
"Employed",4.4,46,"High School Degree","Married","White",1,"male","Winter",0,"Midwest"
"Employed",3.7,38,"High School Degree","Married","Black",1,"female","Winter",0,"South"
"Not in the labor force",3.7,60,"Less than High School","Married","Hispanic",0,"female","Winter",1,"South"
"Employed",3.8,56,"High School Degree","Not Married","White",0,"male","Winter",0,"Northeast"
"Employed",3.4,37,"Bachelor/Master's and above","Not Married","White",1,"female","Winter",1,"South"
"Not in the labor force",3.4,32,"Less than High School","Married","Hispanic",1,"female","Winter",0,"South"
"Employed",3.2,35,"Bachelor/Master's and above","Married","White",0,"female","Winter",0,"West"
"Employed",3.8,33,"Bachelor/Master's and above","Married","Black",0,"male","Winter",1,"South"
"Employed",4.7,60,"Less than High School","Married","Black",0,"male","Winter",0,"South"
"Employed",4.3,44,"Bachelor/Master's and above","Not Married","White",0,"male","Winter",0,"West"
"Employed",3.3,29,"High School Degree","Married","White",0,"male","Winter",0,"Midwest"
"Employed",3.2,40,"Bachelor/Master's and above","Married","White",1,"male","Winter",1,"Midwest"
"Employed",3.7,46,"Less than High School","Not Married","Hispanic",0,"female","Winter",0,"Northeast"
"Employed",3.7,42,"Bachelor/Master's and above","Married","White",1,"male","Winter",0,"South"
"Employed",4.2,52,"Bachelor/Master's and above","Married","Hispanic",0,"male","Winter",0,"Midwest"
"Unemployed",4.3,31,"Bachelor/Master's and above","Not Married","White",0,"male","Winter",0,"West"
"Employed",3.1,51,"Bachelor/Master's and above","Not Married","White",0,"male","Winter",0,"Northeast"
"Not in the labor force",4.1,28,"Bachelor/Master's and above","Married","Hispanic",0,"female","Winter",0,"Northeast"
"Employed",3.7,51,"Bachelor/Master's and above","Not Married","Asian",0,"male","Winter",1,"South"
"Not in the labor force",4.3,37,"Bachelor/Master's and above","Married","White",1,"male","Winter",1,"Midwest"
"Not in the labor force",3.6,56,"High School Degree","Married","Black",1,"female","Winter",0,"Midwest"
"Employed",3.6,48,"High School Degree","Not Married","White",0,"female","Winter",1,"Midwest"
"Employed",4,50,"Bachelor/Master's and above","Married","White",1,"male","Winter",1,"South"
"Employed",2.7,37,"High School Degree","Married","White",1,"female","Winter",0,"Midwest"
"Not in the labor force",2.8,41,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"West"
"Employed",3.8,40,"High School Degree","Not Married","White",0,"male","Winter",1,"South"
"Employed",4.3,34,"High School Degree","Not Married","White",0,"male","Winter",0,"Midwest"
"Employed",4,31,"Bachelor/Master's and above","Married","White",1,"female","Winter",1,"South"
"Employed",3.2,58,"High School Degree","Married","White",0,"male","Winter",0,"Midwest"
"Employed",3.7,53,"Bachelor/Master's and above","Not Married","Black",0,"female","Winter",0,"South"
"Employed",4.3,36,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"West"
"Employed",4.5,56,"Bachelor/Master's and above","Married","White",0,"male","Winter",1,"West"
"Employed",3.7,42,"Less than High School","Not Married","White",1,"female","Winter",1,"South"
"Employed",4.1,59,"Bachelor/Master's and above","Married","White",0,"female","Winter",1,"Northeast"
"Employed",4.2,25,"Bachelor/Master's and above","Not Married","White",1,"female","Winter",1,"Midwest"
"Employed",4.1,37,"Bachelor/Master's and above","Married","White",1,"male","Winter",1,"Northeast"
"Employed",2.3,40,"Bachelor/Master's and above","Married","White",1,"female","Winter",1,"Midwest"
"Employed",3,40,"Bachelor/Master's and above","Married","White",1,"male","Winter",0,"South"
"Employed",3.7,49,"High School Degree","Not Married","Hispanic",0,"female","Winter",0,"South"
"Employed",4.1,39,"Bachelor/Master's and above","Married","White",1,"male","Winter",1,"Northeast"
"Employed",2.7,51,"High School Degree","Not Married","White",1,"male","Winter",0,"Midwest"
"Employed",4.3,53,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Winter",0,"West"
"Employed",4,46,"Bachelor/Master's and above","Not Married","White",1,"female","Winter",1,"Northeast"
"Employed",4,49,"High School Degree","Not Married","Black",0,"male","Winter",1,"Northeast"
"Employed",3.4,41,"High School Degree","Married","White",1,"male","Winter",1,"South"
"Not in the labor force",3.4,33,"High School Degree","Not Married","Hispanic",1,"female","Winter",0,"South"
"Unemployed",4.3,51,"Less than High School","Married","Hispanic",0,"female","Winter",1,"West"
"Employed",3.3,60,"Bachelor/Master's and above","Married","White",0,"female","Winter",1,"South"
"Not in the labor force",3.4,34,"Less than High School","Married","White",1,"female","Winter",0,"South"
"Not in the labor force",3.4,56,"Less than High School","Married","White",0,"male","Winter",1,"South"
"Employed",4,52,"High School Degree","Not Married","Black",1,"female","Winter",1,"South"
"Not in the labor force",4.9,55,"Bachelor/Master's and above","Married","White",0,"female","Winter",1,"South"
"Employed",3.7,44,"Bachelor/Master's and above","Not Married","White",0,"male","Winter",1,"Northeast"
"Employed",4,53,"Bachelor/Master's and above","Married","White",1,"female","Winter",1,"Northeast"
"Employed",4.7,56,"High School Degree","Married","Black",0,"female","Winter",1,"South"
"Not in the labor force",4.9,39,"Bachelor/Master's and above","Married","Hispanic",1,"female","Winter",0,"West"
"Employed",3.2,54,"Bachelor/Master's and above","Married","White",0,"male","Winter",0,"Midwest"
"Employed",3.1,55,"High School Degree","Not Married","White",0,"male","Winter",0,"Midwest"
"Employed",3.6,31,"High School Degree","Married","White",1,"male","Winter",0,"Midwest"
"Not in the labor force",3.8,58,"Bachelor/Master's and above","Not Married","Black",0,"female","Winter",1,"South"
"Employed",3.7,39,"High School Degree","Married","Hispanic",0,"male","Winter",0,"Northeast"
"Employed",4.3,48,"High School Degree","Married","Hispanic",0,"female","Winter",0,"West"
"Employed",3.1,53,"High School Degree","Married","White",1,"male","Winter",0,"Northeast"
"Not in the labor force",4.7,30,"Less than High School","Married","White",1,"male","Winter",0,"South"
"Employed",4.9,40,"Bachelor/Master's and above","Married","Hispanic",1,"male","Winter",0,"West"
"Not in the labor force",4.3,60,"High School Degree","Not Married","White",0,"male","Winter",0,"Midwest"
"Employed",4.9,46,"Bachelor/Master's and above","Married","White",0,"female","Winter",0,"West"
"Employed",3.2,58,"Bachelor/Master's and above","Married","White",0,"female","Winter",0,"West"
"Not in the labor force",4.3,59,"Bachelor/Master's and above","Married","White",0,"female","Winter",0,"West"
"Employed",4,33,"High School Degree","Not Married","White",1,"male","Winter",1,"Northeast"
"Employed",3.8,58,"High School Degree","Not Married","White",0,"male","Winter",0,"Northeast"
"Employed",4.9,37,"High School Degree","Married","Hispanic",1,"female","Winter",0,"West"
"Employed",4.2,33,"Bachelor/Master's and above","Married","White",1,"male","Winter",0,"Midwest"
"Employed",4.3,32,"Bachelor/Master's and above","Married","White",0,"male","Winter",0,"West"
"Employed",4.7,25,"High School Degree","Married","White",0,"female","Winter",1,"South"
"Employed",3.5,55,"Bachelor/Master's and above","Married","White",0,"male","Winter",1,"West"
"Employed",3.7,42,"Bachelor/Master's and above","Married","Asian",1,"female","Winter",0,"Northeast"
"Employed",3.1,41,"Bachelor/Master's and above","Not Married","White",0,"female","Winter",0,"Northeast"
"Employed",4.3,54,"Bachelor/Master's and above","Married","White",1,"male","Winter",1,"Midwest"
"Employed",4.4,29,"High School Degree","Not Married","Black",0,"male","Winter",1,"Midwest"
"Employed",3.4,34,"High School Degree","Not Married","White",0,"male","Winter",1,"South"
"Employed",3.4,34,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"South"
"Employed",4.2,38,"Bachelor/Master's and above","Married","White",1,"female","Winter",1,"West"
"Employed",4.9,50,"High School Degree","Not Married","Hispanic",1,"female","Winter",0,"West"
"Unemployed",3.7,28,"High School Degree","Married","Hispanic",0,"female","Winter",0,"South"
"Employed",5.1,48,"Bachelor/Master's and above","Married","White",1,"female","Winter",0,"South"
"Employed",3.8,42,"High School Degree","Not Married","Black",0,"male","Winter",1,"South"
"Employed",4.9,51,"High School Degree","Married","White",0,"male","Winter",1,"South"
"Employed",4.3,58,"Bachelor/Master's and above","Married","Asian",0,"female","Winter",1,"West"
"Employed",3,60,"Bachelor/Master's and above","Married","White",0,"male","Winter",1,"South"
"Not in the labor force",3.7,52,"Bachelor/Master's and above","Married","White",0,"male","Winter",0,"Northeast"
"Employed",3.3,34,"Bachelor/Master's and above","Married","White",1,"female","Winter",1,"Midwest"
"Employed",4.2,45,"Less than High School","Married","White",1,"male","Winter",0,"South"
"Employed",4.4,51,"High School Degree","Married","White",0,"female","Winter",0,"Midwest"
