"GEREG","TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","STATE","WEEKDAY"
4,"Employed",4.4,39,"Bachelor/Master's and above","Married","White",1,"female","Winter","California",0
4,"Employed",3.1,38,"Bachelor/Master's and above","Married","Asian",1,"male","Winter","Utah",0
2,"Employed",2.9,39,"Bachelor/Master's and above","Married","White",1,"female","Winter","Nebraska",1
1,"Employed",4.6,36,"Bachelor/Master's and above","Married","White",1,"female","Winter","Pennsylvania",0
2,"Employed",3.4,47,"High School Degree","Not Married","White",0,"female","Winter","Missouri",0
4,"Unemployed",4.4,51,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","California",1
2,"Employed",3,38,"High School Degree","Married","White",1,"male","Winter","Minnesota",0
3,"Employed",4,53,"Bachelor/Master's and above","Not Married","Black",0,"female","Winter","Texas",1
3,"Employed",4,32,"High School Degree","Not Married","Hispanic",0,"male","Winter","Texas",1
3,"Employed",3.9,47,"High School Degree","Married","Black",1,"female","Winter","Florida",1
4,"Employed",4.8,39,"Bachelor/Master's and above","Married","White",1,"female","Winter","Arizona",1
2,"Employed",4.5,55,"High School Degree","Not Married","White",0,"female","Winter","Illinois",0
1,"Employed",3.6,44,"Bachelor/Master's and above","Married","White",1,"male","Winter","Massachusetts",1
3,"Employed",4.2,43,"Bachelor/Master's and above","Not Married","Black",1,"female","Winter","Maryland",1
1,"Employed",4.5,57,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","New York",0
3,"Employed",3.3,42,"High School Degree","Married","Asian",1,"female","Winter","Virginia",0
3,"Employed",4.2,51,"Bachelor/Master's and above","Married","White",1,"male","Winter","North Carolina",1
3,"Not in the labor force",3.9,56,"High School Degree","Not Married","White",0,"male","Winter","South Carolina",0
4,"Not in the labor force",3.1,57,"Less than High School","Married","White",0,"female","Winter","Utah",1
4,"Employed",4.4,52,"High School Degree","Married","Hispanic",0,"male","Winter","California",0
4,"Employed",4.4,38,"Bachelor/Master's and above","Married","White",1,"male","Winter","California",0
4,"Not in the labor force",4.4,58,"Less than High School","Married","Hispanic",0,"male","Winter","California",0
3,"Employed",3.9,60,"High School Degree","Not Married","Black",0,"male","Winter","South Carolina",0
2,"Employed",3,36,"Less than High School","Not Married","Hispanic",1,"female","Winter","Minnesota",0
2,"Employed",4.5,35,"Bachelor/Master's and above","Married","Hispanic",1,"female","Winter","Michigan",0
4,"Employed",4.4,30,"Bachelor/Master's and above","Married","White",0,"female","Winter","California",1
2,"Employed",2.8,29,"Bachelor/Master's and above","Married","White",0,"female","Winter","Iowa",0
3,"Employed",3.9,49,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","Florida",0
4,"Employed",4.4,47,"Bachelor/Master's and above","Married","Hispanic",1,"female","Winter","California",1
4,"Employed",4.6,45,"Bachelor/Master's and above","Not Married","Hispanic",1,"female","Winter","Washington",0
3,"Not in the labor force",4.7,26,"High School Degree","Married","Hispanic",0,"female","Winter","Louisiana",1
1,"Employed",4.5,36,"Bachelor/Master's and above","Not Married","Asian",1,"female","Winter","New York",1
2,"Employed",4.5,42,"Bachelor/Master's and above","Married","White",1,"female","Winter","Michigan",1
2,"Employed",2.9,52,"Bachelor/Master's and above","Married","White",0,"female","Winter","Nebraska",1
3,"Employed",4,28,"Less than High School","Not Married","Hispanic",0,"male","Winter","Texas",1
2,"Employed",4.5,47,"High School Degree","Not Married","Black",0,"male","Winter","Ohio",1
3,"Employed",5.4,27,"High School Degree","Married","White",1,"female","Winter","West Virginia",1
3,"Not in the labor force",3.9,34,"Bachelor/Master's and above","Not Married","Black",1,"female","Winter","Florida",1
2,"Employed",4.5,58,"High School Degree","Married","White",0,"female","Winter","Michigan",0
3,"Not in the labor force",3.9,49,"High School Degree","Married","Hispanic",1,"male","Winter","Florida",1
3,"Employed",3.7,45,"High School Degree","Married","White",1,"female","Winter","Arkansas",0
4,"Employed",4.1,29,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","Oregon",0
4,"Employed",3,50,"Bachelor/Master's and above","Married","White",0,"female","Winter","Colorado",1
3,"Employed",3.9,49,"High School Degree","Married","White",1,"female","Winter","South Carolina",0
2,"Employed",4.5,55,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","Illinois",1
4,"Employed",3,45,"High School Degree","Not Married","White",1,"female","Winter","Colorado",0
4,"Employed",4.6,35,"Bachelor/Master's and above","Not Married","Asian",0,"male","Winter","Washington",0
2,"Not in the labor force",4.5,52,"High School Degree","Married","Black",0,"female","Winter","Ohio",0
4,"Employed",3.1,46,"Bachelor/Master's and above","Married","Hispanic",1,"male","Winter","Utah",0
4,"Employed",3,53,"Bachelor/Master's and above","Married","Hispanic",1,"female","Winter","Colorado",1
3,"Employed",3.6,44,"High School Degree","Married","Hispanic",1,"male","Winter","Tennessee",1
3,"Employed",4.3,51,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","Kentucky",0
1,"Employed",4.5,46,"Bachelor/Master's and above","Married","Black",1,"female","Winter","New York",0
3,"Unemployed",4.2,32,"High School Degree","Not Married","Black",1,"female","Winter","North Carolina",1
2,"Employed",4.5,36,"Bachelor/Master's and above","Married","White",1,"male","Winter","Ohio",0
3,"Employed",4.2,44,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","North Carolina",0
2,"Not in the labor force",4.5,44,"High School Degree","Not Married","Black",0,"male","Winter","Michigan",1
3,"Employed",4,27,"High School Degree","Not Married","White",1,"female","Winter","Texas",0
3,"Employed",4.2,54,"High School Degree","Not Married","Black",1,"female","Winter","Georgia",0
4,"Employed",3,47,"Bachelor/Master's and above","Not Married","White",1,"male","Winter","Colorado",0
2,"Not in the labor force",3,60,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Wisconsin",0
4,"Employed",4.7,45,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Nevada",1
4,"Employed",4.1,53,"High School Degree","Not Married","White",0,"female","Winter","Oregon",0
4,"Not in the labor force",3,33,"Bachelor/Master's and above","Not Married","White",1,"male","Winter","Colorado",0
2,"Not in the labor force",4.5,25,"High School Degree","Not Married","Black",0,"male","Winter","Ohio",0
3,"Employed",4,53,"Bachelor/Master's and above","Married","White",0,"male","Winter","Texas",1
3,"Employed",3.9,54,"High School Degree","Married","White",0,"male","Winter","Oklahoma",1
3,"Employed",4,31,"High School Degree","Not Married","Hispanic",1,"male","Winter","Texas",0
4,"Employed",4.8,54,"Bachelor/Master's and above","Married","White",1,"male","Winter","Arizona",0
1,"Not in the labor force",4.5,53,"High School Degree","Not Married","Hispanic",0,"female","Winter","New York",0
4,"Employed",4.4,48,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","California",1
2,"Employed",4.5,36,"Bachelor/Master's and above","Married","White",1,"female","Winter","Michigan",0
3,"Employed",3.9,31,"High School Degree","Married","White",1,"male","Winter","Alabama",0
3,"Employed",4,40,"High School Degree","Not Married","Hispanic",1,"female","Winter","Texas",0
2,"Employed",3.3,58,"Less than High School","Not Married","White",1,"male","Winter","Indiana",0
2,"Employed",3.3,58,"High School Degree","Not Married","Black",0,"female","Winter","Indiana",1
3,"Employed",4,36,"Bachelor/Master's and above","Married","Asian",1,"male","Winter","Texas",0
3,"Employed",4.2,47,"Bachelor/Master's and above","Married","Black",0,"female","Winter","Maryland",0
2,"Employed",4.5,27,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Ohio",1
4,"Employed",4.1,32,"High School Degree","Not Married","White",0,"male","Winter","Oregon",0
3,"Employed",4.2,37,"High School Degree","Not Married","White",1,"male","Winter","Georgia",0
3,"Employed",3.9,46,"Bachelor/Master's and above","Married","White",1,"male","Winter","Florida",0
2,"Employed",4.5,27,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","Ohio",1
1,"Employed",4.5,32,"High School Degree","Married","Hispanic",1,"male","Winter","Connecticut",1
2,"Employed",3,29,"Bachelor/Master's and above","Married","White",1,"female","Winter","Minnesota",0
2,"Employed",2.7,44,"Bachelor/Master's and above","Married","White",1,"male","Winter","North Dakota",1
1,"Employed",4.5,53,"High School Degree","Married","White",0,"female","Winter","New Jersey",1
4,"Employed",4.6,36,"Bachelor/Master's and above","Married","Asian",1,"male","Winter","Washington",1
2,"Employed",2.8,59,"High School Degree","Not Married","White",0,"female","Winter","Iowa",0
3,"Employed",4.2,29,"Bachelor/Master's and above","Married","White",1,"male","Winter","Maryland",0
3,"Employed",4,43,"Less than High School","Not Married","Hispanic",0,"female","Winter","Texas",1
3,"Not in the labor force",4,25,"Bachelor/Master's and above","Married","Hispanic",0,"male","Winter","Texas",0
4,"Unemployed",4.6,26,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Winter","Washington",1
3,"Employed",4,39,"Bachelor/Master's and above","Married","White",1,"male","Winter","Texas",1
1,"Employed",3.6,39,"Bachelor/Master's and above","Married","White",1,"male","Winter","Massachusetts",0
2,"Employed",4.5,43,"Bachelor/Master's and above","Not Married","Black",0,"male","Winter","Illinois",0
2,"Employed",4.5,34,"Bachelor/Master's and above","Married","White",1,"male","Winter","Michigan",0
1,"Unemployed",4.3,32,"Bachelor/Master's and above","Not Married","Asian",0,"female","Winter","Rhode Island",0
2,"Employed",4.5,35,"High School Degree","Not Married","Black",1,"female","Winter","Michigan",0
4,"Employed",4.1,26,"High School Degree","Not Married","White",0,"male","Winter","Oregon",1
1,"Employed",4.5,48,"High School Degree","Married","White",1,"male","Winter","New York",1
3,"Employed",4.7,54,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Louisiana",1
3,"Unemployed",4.2,56,"High School Degree","Married","White",1,"male","Winter","North Carolina",0
1,"Employed",3.6,27,"Bachelor/Master's and above","Not Married","Asian",0,"female","Winter","Massachusetts",0
2,"Employed",4.5,58,"High School Degree","Not Married","White",0,"male","Winter","Illinois",1
3,"Employed",4.2,28,"High School Degree","Married","White",1,"female","Winter","North Carolina",1
2,"Employed",4.5,38,"Bachelor/Master's and above","Married","White",1,"female","Winter","Ohio",0
3,"Employed",4.2,59,"High School Degree","Married","White",0,"male","Winter","North Carolina",0
4,"Not in the labor force",4.8,33,"Bachelor/Master's and above","Married","White",1,"female","Winter","Arizona",1
1,"Employed",2.7,43,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","New Hampshire",1
4,"Employed",4.1,49,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Oregon",0
3,"Employed",3.9,51,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","Florida",0
1,"Not in the labor force",2.7,58,"Less than High School","Not Married","White",1,"male","Winter","Vermont",0
3,"Employed",4,48,"Bachelor/Master's and above","Married","Hispanic",0,"female","Winter","Texas",1
2,"Employed",4.5,47,"High School Degree","Married","White",1,"male","Winter","Michigan",0
2,"Employed",3.4,50,"High School Degree","Married","White",0,"female","Winter","Missouri",0
3,"Employed",3.9,43,"High School Degree","Not Married","Hispanic",0,"male","Winter","Florida",1
3,"Employed",3.7,42,"Bachelor/Master's and above","Not Married","Black",1,"male","Winter","Arkansas",1
3,"Employed",3.9,39,"Bachelor/Master's and above","Married","White",0,"male","Winter","Florida",0
3,"Employed",3.9,36,"Bachelor/Master's and above","Married","White",1,"female","Winter","Oklahoma",1
1,"Employed",4.6,59,"Less than High School","Married","White",1,"male","Winter","Pennsylvania",1
4,"Not in the labor force",4.4,60,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","California",1
2,"Employed",3,26,"High School Degree","Not Married","White",0,"female","Winter","Minnesota",0
3,"Employed",3.3,41,"Bachelor/Master's and above","Married","White",1,"male","Winter","Virginia",1
4,"Employed",4.4,40,"Bachelor/Master's and above","Not Married","Hispanic",1,"female","Winter","California",0
2,"Employed",2.8,41,"High School Degree","Married","White",1,"female","Winter","Iowa",0
2,"Employed",3,31,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Minnesota",0
3,"Employed",3.6,38,"Bachelor/Master's and above","Married","White",1,"female","Winter","Tennessee",0
3,"Employed",3.9,25,"High School Degree","Married","White",1,"male","Winter","South Carolina",1
1,"Not in the labor force",4.3,31,"High School Degree","Not Married","White",0,"male","Winter","Rhode Island",1
3,"Employed",4.2,48,"Bachelor/Master's and above","Married","Black",0,"female","Winter","North Carolina",1
2,"Employed",4.5,48,"Bachelor/Master's and above","Not Married","Black",0,"male","Winter","Michigan",1
4,"Employed",4.6,35,"Bachelor/Master's and above","Married","White",1,"male","Winter","Washington",1
3,"Employed",5.8,27,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","District of Columbia",1
1,"Not in the labor force",3.6,32,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","Massachusetts",1
1,"Employed",4.5,32,"Bachelor/Master's and above","Married","White",1,"female","Winter","Connecticut",1
4,"Employed",3.8,34,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Montana",1
3,"Employed",3.9,55,"Bachelor/Master's and above","Married","Asian",1,"male","Winter","Florida",0
1,"Employed",4.5,58,"Bachelor/Master's and above","Married","Asian",0,"male","Winter","New Jersey",1
1,"Employed",4.6,45,"Bachelor/Master's and above","Married","White",1,"male","Winter","Pennsylvania",0
1,"Employed",4.5,40,"High School Degree","Not Married","Black",0,"male","Winter","New York",1
4,"Employed",4.8,33,"Bachelor/Master's and above","Married","Hispanic",1,"female","Winter","Arizona",0
2,"Employed",4.5,46,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","Illinois",0
2,"Employed",4.5,31,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","Illinois",0
4,"Employed",3,32,"Bachelor/Master's and above","Married","White",1,"male","Winter","Colorado",0
2,"Not in the labor force",3.4,53,"Bachelor/Master's and above","Married","Hispanic",0,"female","Winter","Missouri",1
1,"Employed",4.5,47,"Bachelor/Master's and above","Not Married","Black",1,"female","Winter","New York",0
1,"Employed",2.7,36,"Bachelor/Master's and above","Married","White",1,"female","Winter","New Hampshire",0
